language	accuracy	F1_micro	F1_macro
en	0.6514230892228974	0.16293929712460065	0.024147953495779584
fr	0.2983606557377049	0.23194748358862147	0.04622895126835955
ge	0.23754789272030652	0.229147571035747	0.04581174464045614
it	0.3435374149659864	0.3422399090392268	0.06892161606175132
po	0.47375	0.09467455621301774	0.026176897863608238
ru	0.39611650485436894	0.18577648766328012	0.03215404469450092
