language	accuracy	F1_micro	F1_macro
en	0.6463063639270866	0.2907930720145852	0.07882312749710169
fr	0.2934426229508197	0.33751568381430364	0.1276975406559163
ge	0.2471264367816092	0.3636363636363636	0.15113527689487144
it	0.3526077097505669	0.45096153846153847	0.13246650573445165
po	0.47125	0.2482758620689655	0.11314088886353386
ru	0.3883495145631068	0.31980906921241053	0.08095181489679579
