language	accuracy	F1_micro	F1_macro
en	0.6424688199552286	0.3168831168831169	0.05537391641133199
fr	0.27049180327868855	0.32123735871505055	0.07619689315747666
ge	0.2222222222222222	0.22222222222222224	0.04220945406900596
it	0.31405895691609975	0.37429305912596406	0.06789938933703094
po	0.47125	0.01745635910224439	0.005779498914510356
ru	0.39805825242718446	0.0	0.0
