language	accuracy	F1_micro	F1_macro
en	0.6418292292932524	0.42191977077363896	0.1415948987278572
fr	0.27704918032786885	0.5025009619084263	0.30457865035837123
ge	0.22796934865900384	0.4710539336961901	0.2576138951827172
it	0.3469387755102041	0.5801952580195259	0.24580296337487054
po	0.44375	0.4324984728161271	0.24363886265021376
ru	0.33980582524271846	0.4783950617283951	0.22008004107821372
