language	accuracy	F1_micro	F1_macro
en	0.6421490246242405	0.42116630669546434	0.1393535252619872
fr	0.28688524590163933	0.508421464943204	0.31199784929719937
ge	0.22988505747126436	0.4693467336683417	0.2537599029332724
it	0.3458049886621315	0.5761753269706609	0.24346089523374398
po	0.4475	0.43212951432129515	0.24750720773269116
ru	0.33980582524271846	0.47335423197492166	0.20610407339805875
