language	accuracy	F1_micro	F1_macro
en	0.5785097537575952	0.4157909684748651	0.14738270687410995
fr	0.2180327868852459	0.46753970465310674	0.34309144725942764
ge	0.16666666666666666	0.4460535843591601	0.27749831074086606
it	0.2743764172335601	0.5475327571787009	0.25829067026435876
po	0.38	0.415128320576317	0.2415677467192056
ru	0.2912621359223301	0.4549707602339182	0.22724868413402224
