language	accuracy	F1_micro	F1_macro
en	0.6632555164694596	0.2828379674017258	0.04585318862132206
en	0.6632555164694596	0.2828379674017258	0.04585318862132206
fr	0.33114754098360655	0.41100917431192663	0.13035581879969046
ge	0.24904214559386972	0.3260340632603407	0.0844794265429224
it	0.35034013605442177	0.49737470167064435	0.11910081296527542
po	0.4775	0.2408906882591093	0.07730643512210512
ru	0.39611650485436894	0.34647550776583036	0.07121320832319042
