language	accuracy	F1_micro	F1_macro
en	0.622001918771986	0.42548954530368405	0.14758037406252852
fr	0.260655737704918	0.4979536152796727	0.33390605652539557
ge	0.20881226053639848	0.46248354541465553	0.25569900547448715
it	0.31519274376417233	0.5758059368017874	0.26120505609061334
po	0.4125	0.43071965628356607	0.24762775013117141
ru	0.32427184466019415	0.477632484514797	0.23331200180882955
