language	accuracy	F1_micro	F1_macro
en	0.6686920370962584	0.34802158273381295	0.0888542326278316
fr	0.31475409836065577	0.43552036199095023	0.18590366544070058
ge	0.25862068965517243	0.4300341296928327	0.1750048564697949
it	0.35827664399092973	0.5405168637757337	0.1610705859826519
po	0.49125	0.3569078947368421	0.1496025909053484
ru	0.39611650485436894	0.41041666666666665	0.13594776641354447
