language	accuracy	F1_micro	F1_macro
en	0.6632555164694596	0.3739974672857746	0.11189801962817601
fr	0.32295081967213113	0.4826196473551637	0.24563550776850362
ge	0.2567049808429119	0.4432576769025367	0.20503407476207758
it	0.3741496598639456	0.5545224006762468	0.19844113716256484
po	0.48125	0.3793677204658901	0.20928332387153495
ru	0.3883495145631068	0.42233502538071066	0.17102303582623493
