language	accuracy	F1_micro	F1_macro
en	0.6459865685960985	0.2772093023255814	0.05721224279096711
fr	0.3016393442622951	0.3690036900369003	0.11882159460685449
ge	0.24329501915708812	0.30516431924882625	0.08813484226732435
it	0.35374149659863946	0.4304568527918782	0.10624302975665506
po	0.4725	0.2978723404255319	0.09755811076900804
ru	0.3572815533980582	0.28376844494892167	0.07120882911560822
