language	accuracy	F1_micro	F1_macro
en	0.5964182922929325	0.3944896681277395	0.10667609638840818
fr	0.2786885245901639	0.46096033402922754	0.22865583712283466
ge	0.2222222222222222	0.407108239095315	0.17846033467949152
it	0.29138321995464855	0.5228187919463088	0.19023469816415517
po	0.37625	0.34722903384011766	0.17459210810832884
ru	0.27766990291262134	0.38040345821325644	0.1413460806095035
