language	accuracy	F1_micro	F1_macro
en	0.637352094659418	0.36815533980582527	0.0812370616327952
fr	0.2901639344262295	0.42991631799163177	0.1709598036708499
ge	0.23180076628352492	0.353887399463807	0.12415865000999096
it	0.3458049886621315	0.5107458912768648	0.15489980019361713
po	0.43375	0.3533289386947923	0.14907389236608495
ru	0.3378640776699029	0.3671586715867159	0.11913860694844737
