language	accuracy	F1_micro	F1_macro
en	0.6408698433002878	0.0	0.0
fr	0.2836065573770492	0.0	0.0
ge	0.22413793103448276	0.0	0.0
it	0.32086167800453513	0.0	0.0
po	0.47125	0.0	0.0
ru	0.39805825242718446	0.0	0.0
