language	accuracy	F1_micro	F1_macro
en	0.6069715382155421	0.4125710464727516	0.09409254347710451
fr	0.27704918032786885	0.4989758295780417	0.2673539066199407
ge	0.19348659003831417	0.4542884071630538	0.21111491584962486
it	0.2857142857142857	0.5479115479115478	0.18227501257212966
po	0.41125	0.3784072688401924	0.168763268454966
ru	0.32815533980582523	0.35683202785030466	0.1268207014007652
