language	accuracy	F1_micro	F1_macro
en	0.6629357211384713	0.34002677376171353	0.06833449669582396
fr	0.30655737704918035	0.4016587677725118	0.11506138917903805
ge	0.23946360153256704	0.38545454545454544	0.1089298144586345
it	0.36848072562358275	0.5403329065300897	0.14617165818464967
po	0.4775	0.33305578684429643	0.10771362244947488
ru	0.3825242718446602	0.2836710369487485	0.07744352024786806
