language	accuracy	F1_micro	F1_macro
en	0.6159258074832108	0.41038062283737026	0.09364750965951388
fr	0.28524590163934427	0.4969853574504737	0.25318584422812973
ge	0.19923371647509577	0.45939212755356257	0.19923363655328333
it	0.30045351473922904	0.555449025247683	0.1759325402005663
po	0.425	0.3805209513023783	0.16713204722327826
ru	0.3320388349514563	0.3535811423390753	0.12291250734752088
