language	accuracy	F1_micro	F1_macro
en	0.6095299008634474	0.40847784200385356	0.14201161335589993
fr	0.30491803278688523	0.47928235796668095	0.23680000957993821
ge	0.23371647509578544	0.43733613004719457	0.20261066366640396
it	0.32653061224489793	0.5425675675675675	0.2268866251437175
po	0.44	0.4189852700490998	0.20894210310899236
ru	0.33980582524271846	0.44312267657992566	0.1876098412957972
