language	accuracy	F1_micro	F1_macro
en	0.6539814518708027	0.3480453972257251	0.10881842453632737
fr	0.3081967213114754	0.4204545454545454	0.1587553436942255
ge	0.25862068965517243	0.3741109530583214	0.14952130603001113
it	0.35714285714285715	0.5158371040723981	0.19020523585629995
po	0.47625	0.3502454991816694	0.16061099918858882
ru	0.39029126213592236	0.3642241379310344	0.12642782380415776
