language	accuracy	F1_micro	F1_macro
en	0.6156060121522225	0.40700808625336926	0.14087680669529914
fr	0.3	0.4801801801801802	0.23555085955567612
ge	0.23754789272030652	0.43095768374164817	0.19211629571901284
it	0.3333333333333333	0.5411515365595195	0.2262659552723982
po	0.4425	0.42068564787914003	0.2038107444123253
ru	0.34563106796116505	0.4305993690851735	0.17706074058898388
