language	F1_micro	F1_macro
en	0.4145476049674749	0.19436768501525709
fr	0.4887016468785906	0.27131964369053063
ge	0.44752121482804824	0.20102236284152092
it	0.5376914016489989	0.19275605750681454
po	0.3642322097378277	0.1931076364360733
ru	0.3870056497175141	0.14628492540271126
