language	F1_micro	F1_macro
en	0.430608088449229	0.2444579437261666
fr	0.49221394719025047	0.3077485720333108
ge	0.46436015006252607	0.2599787765252487
it	0.5591969294360791	0.2528150254278751
po	0.4342419894787183	0.242052532465401
ru	0.4582003828972559	0.2115941104618381
