language	F1_micro	F1_macro
en	0.4138149556400507	0.19085148683658243
fr	0.48668885191347755	0.24407702890041189
ge	0.4514889529298751	0.19659102607507287
it	0.5477545857052498	0.18897303055318776
po	0.37331954498448816	0.19222218587864645
ru	0.37597503900156004	0.13814826847729278
