language	F1_micro	F1_macro
en	0.4115197779319917	0.1860108144691554
fr	0.4753946146703807	0.20421294733903375
ge	0.44562899786780386	0.17649780612901433
it	0.5588337382853176	0.17764989949933008
po	0.367536231884058	0.16337528214660776
ru	0.37791199309749784	0.1349898657375293
