language	F1_micro	F1_macro
en	0.42351689279063576	0.24856413666693694
fr	0.4839580209895052	0.32379331050654325
ge	0.4570152586527726	0.2603754805597034
it	0.5319775220765319	0.2422628967595262
po	0.4052122740647331	0.2300029052033356
ru	0.45146467547386565	0.2201798581651278
