language	accuracy	F1_micro	F1_macro
en	0	0.339572192513369	0.24215816186754663
fr	0	0.4016587677725118	0.11506138917903805
ge	0	0.38545454545454544	0.1089298144586345
it	0	0.5403329065300897	0.14617165818464967
po	0	0.33305578684429643	0.10771362244947488
ru	0	0.2836710369487485	0.07744352024786806
