language	F1_micro	F1_macro
en	0.41707616707616707	0.19296665489007697
fr	0.4875900720576461	0.2524886886063242
ge	0.45223811721273655	0.20224611823726532
it	0.5428396572827419	0.19286667782914327
po	0.3716116313454904	0.19622891429686556
ru	0.3832960477255779	0.1429717108773851
