language	F1_micro	F1_macro
en	0.4281205164992827	0.24350644013923578
fr	0.4922159655515071	0.31612296995544614
ge	0.46437346437346433	0.2616436642943542
it	0.5548461984910041	0.25447940931423024
po	0.4303797468354431	0.24014686737249044
ru	0.46453232893910856	0.22011314926454822
