language	F1_micro	F1_macro
en	0.42709677419354836	0.23756468470898262
fr	0.5013456362937332	0.28368685482856637
ge	0.4659735349716446	0.252198602008496
it	0.5678688524590164	0.2463062217959128
po	0.4478594950603732	0.2533428090095315
ru	0.4566010211524435	0.19896384064121123
