language	F1_micro	F1_macro
en	0.41288244766505633	0.19008629755589232
fr	0.4879492600422833	0.24060446250811948
ge	0.45164457535591557	0.1931605255929382
it	0.548490687219011	0.1831866618790075
po	0.37079831932773105	0.1828422640735383
ru	0.3770883054892602	0.14062205291829352
