language	F1_micro	F1_macro
en	0.4076576576576577	0.15416711842842615
fr	0.4845434938892883	0.2844416089258273
ge	0.44106463878326996	0.2105632553724309
it	0.5238095238095238	0.19644429941159222
po	0.35559410234171723	0.19327498746736319
ru	0.37962962962962965	0.1467525533505705
